Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
TMEM184A	0	0	0	0	0	0	0	0	5	0.919	0.919
TMEM184C	0	0	0	0	0	0	0	0	4	0.096	0.096
TMEM186	0	0	0	0	0	0	0	0	4	0.867	0.867
TMEM189	0	0	0	0	0	0	0	0	11	0.827	0.827
TMEM189-UBE2V1	0	0	0	0	0	37	230	0	0	0.024	0.024
TMEM19	0	0	0	0	0	0	0	0	3	0.636	0.636
TMEM190	0	0	1	0	0	0	0	0	0	0.664	0.664
TMEM199	0	0	0	0	0	0	0	0	2	0.914	0.914
TMEM203	0	0	0	0	0	0	0	0	5	0.845	0.845
TMEM213	0	0	0	0	0	0	0	0	18	0.644	0.644
TMEM214	0	1	0	0	0	0	0	0	1	0.874	0.874
TMEM216	0	0	0	0	0	0	0	0	4	0.079	0.079
TMEM218	0	0	0	0	0	0	0	1	19	0.872	0.872
TMEM22	0	0	0	0	0	0	0	0	0	0	0
TMEM222	0	0	0	0	0	0	0	0	6	0.39	0.39
TMEM230	0	0	0	0	0	0	0	0	3	0	0
TMEM231	0	0	0	0	0	0	0	0	16	0.8	0.8
TMEM234	0	0	0	0	0	0	0	1	3	0	0
TMEM237	0	0	0	0	0	0	0	0	1	0	0
TMEM239	0	0	0	0	0	0	0	0	13	0	0
TMEM241	0	0	0	0	0	0	0	0	18	0	0
TMEM242	0	0	0	0	0	0	0	0	0	0	0
TMEM248	0	0	0	0	0	0	0	0	9	0	0
TMEM25	0	0	0	0	0	0	0	0	31	0.826	0.826
TMEM27	0	0	0	0	0	0	0	0	0	0.862	0.862
TMEM31	0	0	0	0	0	0	0	0	14	0.421	0.421
TMEM33	0	0	0	0	0	0	0	0	147	0.935	0.935
TMEM37	0	0	0	0	0	0	0	0	14	0.926	0.926
TMEM38B	0	0	0	0	0	0	0	0	144	0.459	0.459
TMEM39B	0	0	0	0	0	0	0	0	144	0.646	0.646
TMEM41A	0	0	0	0	0	0	0	0	10	0.929	0.929
TMEM43	0	0	0	0	0	0	0	0	12	0	0
TMEM44	0	0	0	0	0	0	0	0	23	0.58	0.58
TMEM45B	0	0	0	0	0	0	0	0	3	0.68	0.68
TMEM49	0	0	0	0	0	0	0	0	144	0	0
TMEM5	0	0	0	0	0	0	0	0	0	0.416	0.416
TMEM50A	0	0	0	0	0	0	0	0	3	0.804	0.804
TMEM51	0	0	0	0	0	0	0	0	3	0.868	0.868
TMEM54	0	0	0	0	0	0	0	0	11	0	0
TMEM55A	0	0	0	0	0	0	0	0	2	0.917	0.917
TMEM57	0	0	0	0	0	0	0	0	11	0	0
TMEM59	0	0	0	0	0	0	0	0	5	0.456	0.456
TMEM62	0	0	0	0	0	0	0	0	28	0.79	0.79
TMEM63B	0	0	0	0	0	0	0	0	12	0	0
TMEM66	0	0	0	0	0	0	0	0	2	0.461	0.461
TMEM70	0	0	0	0	0	0	0	0	2	0.856	0.856
TMEM74	0	0	0	0	0	0	0	0	1	0.668	0.668
TMEM74B	0	0	0	0	0	0	0	1	27	0	0
TMEM79	0	1	1	0	0	0	0	0	4	0.828	0.828
TMEM86B	0	0	0	0	0	0	0	0	0	0.076	0.076
TMEM8A	0	0	0	0	0	0	0	1	18	0	0
TMEM8B	0	0	0	0	1	0	33	0	4	0.756	0.756
TMEM9	0	0	0	0	0	0	0	0	0	0	0
TMEM93	0	0	0	0	0	0	0	0	3	0.777	0.777
TMEM98	0	0	0	0	0	0	0	0	4	0.857	0.857
TMEM9B	0	0	0	0	0	3	147	0	5	0.863	0.863
TMF1	0	1	1	0	0	40	214	1	87	0.042	0.042
TMOD1	0	0	1	0	0	0	0	0	2	0.842	0.842
TMOD2	0	0	1	0	0	7	174	0	0	0	0
TMOD3	0	0	1	0	1	0	0	0	18	0.804	0.804
TMOD4	0	0	1	0	0	0	65	0	2	0.333	0.333
TMPO	0	0	0	0	0	0	0	4	228	0.904	0.904
TMPRSS11A	0	0	0	0	0	0	0	0	4	0	0
TMPRSS11D	0	0	0	0	0	1	37	0	0	0	0
TMPRSS13	0	0	0	0	0	0	0	1	9	0.76	0.76
TMPRSS3	0	0	0	0	0	0	0	0	24	0.798	0.798
TMPRSS4	0	0	0	0	0	0	0	0	15	0.716	0.716
TMPRSS6	0	0	0	0	0	3	134	0	0	0.852	0.852
TMSB10	0	0	0	0	0	0	0	1	30	0.9	0.9
TMSB4X	0	0	0	0	0	0	0	3	143	0	0
TMSB4XP1	0	0	0	0	0	0	0	0	2	0	0
TMSB4XP2	0	0	0	0	0	0	0	0	2	0	0
TMSB4XP6	0	0	0	0	0	0	0	1	17	0	0
TMSB4Y	0	0	1	0	0	0	20	2	46	0	0
TMSL4	0	0	0	0	0	0	0	0	9	0	0
TMSL6	0	0	0	0	0	0	0	1	17	0	0
TMTC3	0	0	1	0	0	0	0	0	2	0.874	0.874
TMUB2	0	0	0	0	0	0	0	0	14	0.714	0.714
TMX1	0	0	0	0	0	8	196	1	39	0.838	0.838
TMX2	0	0	0	0	0	0	0	0	11	0.666	0.666
TMX3	0	0	0	0	0	0	0	0	11	0.856	0.856
TNC	0	0	1	1	0	5	152	0	9	0.155	0.155
TNF	0	1	1	1	0	35	236	1	186	0.282	0.282
TNFAIP1	0	1	0	0	0	0	0	1	71	0.319	0.319
TNFAIP3	1	1	0	1	0	1	2	3	202	0.522	0.522
TNFAIP6	0	0	0	0	0	6	209	0	0	0.741	0.741
TNFAIP8	0	1	0	0	0	8	195	0	20	0.833	0.833
TNFAIP8L1	0	0	0	0	0	0	0	0	9	0.899	0.899
TNFRSF10A	0	1	0	0	0	0	0	3	162	0.169	0.169
TNFRSF10B	0	1	0	0	0	13	178	5	174	0.702	0.702
TNFRSF10C	0	1	0	0	0	0	0	0	16	0.574	0.574
TNFRSF10D	0	1	0	0	0	8	195	0	20	0	0
TNFRSF11A	0	1	1	1	0	8	213	0	29	0.648	0.648
TNFRSF11B	0	1	0	0	0	9	182	0	5	0.363	0.363
TNFRSF12A	0	1	1	0	0	25	223	0	19	0.856	0.856
TNFRSF13B	0	0	1	1	0	13	178	0	30	0.155	0.155
TNFRSF13C	0	0	0	1	0	0	0	0	5	0.217	0.217
TNFRSF14	1	1	0	1	0	19	206	1	110	0.809	0.809
TNFRSF17	1	0	0	1	0	39	228	1	17	0.636	0.636
TNFRSF18	0	1	0	0	0	8	195	0	17	0.915	0.915
TNFRSF1A	0	1	0	0	0	0	0	10	244	0.832	0.832
TNFRSF1B	0	1	0	0	0	0	0	1	169	0.907	0.907
TNFRSF21	0	1	1	1	0	0	0	1	11	0.895	0.895
TNFRSF25	0	1	0	0	0	13	185	0	6	0.861	0.861
TNFRSF4	0	1	0	1	0	10	181	0	19	0.876	0.876
TNFRSF6B	0	1	0	0	0	0	0	0	18	0.712	0.712
TNFRSF8	0	1	0	1	0	15	191	1	34	0.926	0.926
TNFRSF9	0	1	0	1	0	21	207	0	17	0.823	0.823
TNFSF10	0	1	0	0	0	11	209	1	20	0.394	0.394
TNFSF11	0	0	1	1	0	0	0	1	95	0.29	0.29
TNFSF12	0	1	1	1	0	0	0	1	8	0	0
TNFSF12-TNFSF13	0	0	0	0	0	14	213	0	0	0.112	0.112
TNFSF13	0	0	0	1	0	0	0	3	27	0.448	0.448
TNFSF13B	0	0	0	1	0	32	217	1	4	0.875	0.875
TNFSF14	0	1	1	1	0	7	175	1	17	0.346	0.346
TNFSF15	0	1	0	0	0	16	203	0	0	0.447	0.447
TNFSF18	0	1	0	1	0	11	216	0	0	0.109	0.109
TNFSF4	0	0	1	1	0	6	181	0	0	0.934	0.934
TNFSF8	0	1	1	1	0	37	226	0	1	0.65	0.65
TNFSF9	0	1	1	1	0	34	233	0	16	0.305	0.305
TNIK	0	1	1	0	1	2	171	4	102	0.689	0.689
TNIP1	0	0	0	0	0	8	166	2	144	0.905	0.905
TNIP2	0	1	0	0	0	0	0	5	213	0.532	0.532
TNIP3	0	0	0	0	0	0	0	1	45	0.833	0.833
TNK1	0	0	1	1	0	2	81	1	55	0.712	0.712
TNK2	0	0	1	1	0	0	56	3	221	0.723	0.723
TNKS	0	0	0	0	1	0	0	4	45	0.724	0.724
TNKS1BP1	0	0	0	0	0	0	0	0	5	0.044	0.044
TNKS2	0	0	0	0	0	0	0	1	63	0.856	0.856
TNMD	0	0	1	1	0	0	0	0	0	0	0
TNN	0	0	1	0	0	0	0	0	2	0.852	0.852
TNNC1	0	0	0	0	0	0	8	0	157	0.331	0.331
TNNC2	0	0	0	0	0	0	8	0	0	0.333	0.333
TNNI1	0	0	0	0	0	0	0	0	153	0.332	0.332
TNNI2	0	0	0	0	0	0	0	0	13	0.336	0.336
TNNI3	0	0	1	0	0	1	122	0	19	0.718	0.718
TNNI3K	0	0	0	0	0	0	0	0	16	0	0
TNNT1	0	0	0	0	0	0	8	4	176	0.235	0.235
TNNT2	0	0	1	0	0	0	22	0	162	0.345	0.345
TNNT3	0	0	0	0	0	0	0	0	19	0.364	0.364
TNP1	0	0	1	0	0	4	116	1	48	0.149	0.149
TNP2	0	0	1	0	0	0	0	0	45	0.398	0.398
TNPO1	0	0	0	0	0	2	63	2	197	0.31	0.31
TNPO2	0	0	0	0	0	0	0	1	44	0.505	0.505
TNPO3	0	0	0	0	0	0	0	0	3	0.862	0.862
TNR	0	0	1	0	0	0	0	0	24	0.539	0.539
TNRC17	0	0	0	0	0	0	0	0	0	0	0
TNRC6A	0	0	0	0	0	0	0	0	167	0.889	0.889
TNRC6B	0	0	0	0	0	0	0	0	151	0	0
TNRC6C	0	0	0	0	0	0	0	0	3	0.387	0.387
TNS1	0	0	0	0	0	0	0	3	74	0.939	0.939
TNS3	0	0	0	1	0	0	0	3	44	0.682	0.682
TNS4	0	1	0	0	0	0	0	3	78	0.915	0.915
TNXB	0	0	0	0	0	0	0	0	7	0	0
TOB1	0	0	1	1	0	15	191	3	208	0.713	0.713
TOB2	0	0	1	1	0	27	226	0	4	0.817	0.817
TOE1	0	0	0	0	0	0	0	2	74	0.286	0.286
TOLLIP	0	0	1	0	0	4	197	1	187	0.049	0.049
TOM1	0	0	0	0	0	0	33	1	158	0.294	0.294
TOM1L1	0	0	0	0	1	0	0	0	85	0.857	0.857
TOM1L2	0	0	0	0	1	0	0	0	21	0.904	0.904
TOMM20	0	0	0	0	0	0	0	2	45	0.564	0.564
TOMM22	0	0	0	0	0	0	0	0	146	0.829	0.829
TOMM34	0	0	0	0	0	0	0	1	45	0.932	0.932
TOMM40	0	0	0	0	0	0	0	0	1	0	0
TOMM40L	0	0	0	0	0	0	0	0	1	0.918	0.918
TOMM7	0	0	0	0	0	0	0	0	3	0.931	0.931
TOMM70A	0	0	0	0	0	0	0	0	151	0.785	0.785
TONSL	0	0	0	0	0	0	0	2	68	0	0
TOP1	1	1	0	0	0	1	1	12	237	0	0
TOP2A	0	1	1	0	1	2	94	7	259	0.88	0.88
TOP2B	0	0	1	0	1	0	0	3	158	0.694	0.694
TOP3A	0	0	0	0	0	1	87	3	31	0.8	0.8
TOP3B	0	0	0	0	0	1	76	1	32	0.643	0.643
TOPBP1	0	0	0	0	0	7	138	8	113	0.882	0.882
TOPORS	0	1	1	1	0	3	79	7	150	887.998	0.907
TOR1A	0	0	1	0	0	1	107	1	34	0.911	0.911
TOR1AIP1	0	0	0	0	0	0	0	1	32	0.771	0.771
TOR1AIP2	0	0	0	0	0	0	0	0	31	0.914	0.914
TOR1B	0	0	0	0	0	0	20	0	19	0.924	0.924
TOX	0	0	0	0	0	0	0	0	4	0.005	0.005
TOX4	0	0	0	0	0	0	0	1	89	0.103	0.103
TP53	1	1	1	1	1	64	243	44	378	3992.03	0.557
TP53AIP1	0	1	0	0	0	5	185	1	6	0	0
TP53BP1	0	0	0	0	0	0	0	8	190	0.633	0.633
TP53BP2	0	1	0	0	0	7	178	3	203	0.893	0.893
TP53I11	0	0	0	1	0	15	201	0	11	0.89	0.89
TP53I3	0	0	0	0	0	0	0	0	31	0.609	0.609
TP53INP1	0	1	0	1	0	0	0	1	49	0.92	0.92
TP53INP2	0	0	1	0	0	0	0	0	2	0.716	0.716
TP53RK	0	0	0	0	0	0	0	2	83	0.898	0.898
TP63	0	1	1	1	1	14	213	3	198	4110.4	0
TP73	0	1	1	1	1	8	71	10	276	4115.95	0.139
TPBG	0	0	0	0	0	0	0	0	2	0.928	0.928
TPCN1	0	0	0	0	0	0	0	0	0	0	0
TPCN2	0	0	0	0	0	0	0	0	0	0.726	0.726
TPD52	0	0	1	0	0	9	165	0	5	0.926	0.926
TPD52L1	0	1	0	0	1	10	184	1	88	0.332	0.332
TPD52L2	0	0	0	1	0	0	0	0	7	0.507	0.507
TPD52L3	0	0	0	0	0	0	0	0	3	0.276	0.276
TPGS2	0	0	0	0	0	0	0	1	14	0	0
TPH1	0	0	1	0	0	0	0	0	19	0.547	0.547
TPI1	0	0	0	0	0	0	0	2	204	0.912	0.912
TPM1	0	0	1	0	0	7	164	3	83	0.608	0.608
TPM2	0	0	0	0	0	0	0	0	13	0.53	0.53
TPM3	1	0	0	0	0	7	163	4	73	0.764	0.764
TPM4	1	0	1	0	0	7	163	1	22	0.85	0.85
TPMT	0	0	0	0	0	1	43	0	0	0	0
TPP1	0	0	1	0	0	11	203	0	1	0.786	0.786
TPP2	0	0	0	0	0	3	127	0	2	0.085	0.085
TPPP	0	0	1	0	0	0	0	0	11	0	0
TPR	1	0	0	0	1	1	3	4	75	0.795	0.795
TPRA1	0	0	0	0	0	2	146	0	0	0.686	0.686
TPRKB	0	0	0	0	0	0	0	1	15	0.882	0.882
TPRN	0	0	0	0	0	0	0	0	27	0	0
TPSAB1	0	0	0	0	0	4	148	1	42	0.476	0.476
TPSB2	0	0	0	0	0	0	0	1	42	0	0
TPST1	0	0	0	0	0	2	187	0	0	0.829	0.829
TPST2	0	0	0	0	0	0	2	0	0	0.563	0.563
TPT1	0	1	1	0	0	8	195	4	81	0.912	0.912
TPTE	0	0	0	0	0	0	0	0	0	0.388	0.388
TPX2	0	1	0	1	1	28	218	1	109	0	0
TRA2A	0	0	0	0	0	0	14	0	36	0.441	0.441
TRA2B	0	0	0	0	0	0	14	2	63	0.289	0.289
TRA@	1	0	0	0	0	1	1	4	31	0	0
TRABD	0	0	0	0	0	0	0	0	145	0.917	0.917
TRAC	0	0	0	0	0	0	0	0	1	0	0
TRADD	0	1	0	0	0	7	174	4	78	0.116	0.116
TRAF1	0	1	0	0	0	14	171	10	244	0.647	0.647
TRAF2	0	1	0	0	0	15	174	12	290	0	0
TRAF3	0	1	0	0	0	7	174	5	205	0.608	0.608
TRAF3IP1	0	0	0	0	0	0	0	0	63	0.599	0.599
TRAF3IP2	0	1	0	0	0	0	0	0	185	0.727	0.727
TRAF3IP3	0	0	0	0	0	0	0	2	71	0.736	0.736
TRAF4	0	1	0	0	0	0	0	2	138	0.884	0.884
TRAF5	0	1	0	1	0	0	0	3	93	0.889	0.889
TRAF6	0	1	1	1	0	2	92	11	258	0.918	0.918
TRAF7	1	1	0	0	0	10	141	1	20	0	0
TRAFD1	0	0	0	0	0	0	0	0	149	0.929	0.929
TRAIP	0	1	0	1	0	33	223	3	192	0.922	0.922
TRAK1	0	0	0	0	0	0	0	0	16	0.859	0.859
TRAK2	0	0	0	0	0	0	0	0	0	0.439	0.439
TRAM1	0	0	0	0	0	0	6	0	47	0.805	0.805
TRAM1L1	0	0	0	0	0	0	0	0	3	0.752	0.752
TRAP1	0	1	0	0	0	0	0	4	188	0	0
TRAPPC1	0	0	0	0	0	0	0	0	0	0	0
TRAPPC10	0	0	0	0	0	0	7	0	1	0	0
TRAPPC11	0	0	0	0	0	0	0	0	1	0	0
TRAPPC12	0	0	0	0	0	0	0	0	3	0	0
TRAPPC2	0	0	0	0	0	26	222	0	16	0	0
TRAPPC2L	0	0	0	0	0	0	0	1	37	0	0
TRAPPC2P1	0	0	0	0	0	0	0	0	4	0	0
TRAPPC3	0	0	0	0	0	0	0	0	13	0	0
TRAPPC4	0	0	1	0	0	0	0	0	8	0	0
TRAPPC5	0	0	0	0	0	0	0	0	7	0	0
TRAPPC6A	0	0	0	0	0	0	0	0	18	0	0
TRAPPC6B	0	0	0	0	0	0	0	0	0	0	0
TRAPPC8	0	0	0	0	0	0	0	0	0	0	0
TRAPPC9	0	0	1	0	0	0	0	0	0	0	0
TRAT1	0	0	0	0	0	2	125	2	87	0.751	0.751
TRB@	1	0	0	0	0	1	1	2	11	0	0
TRBV2	0	0	0	0	0	0	0	0	19	0	0
TRDMT1	0	0	0	0	0	0	0	0	40	0.918	0.918
TRDN	0	0	0	0	0	0	65	0	1	0	0
TREM1	0	0	0	0	0	8	181	0	0	0.869	0.869
TREM2	0	0	1	0	0	3	149	0	0	0.739	0.739
TREML1	0	0	0	0	0	0	0	1	25	0.456	0.456
TRERF1	0	0	0	0	0	2	99	2	84	0.924	0.924
TREX1	0	0	0	0	0	0	0	1	11	0.83	0.83
TREX2	0	0	0	0	0	0	0	0	15	0.558	0.558
TRH	0	0	0	0	0	4	195	0	0	0.515	0.515
TRHDE	0	0	0	0	0	4	195	0	0	0.899	0.899
TRHR	0	0	0	0	0	1	147	0	6	0.704	0.704
TRIAP1	0	1	0	0	1	8	195	0	0	0	0
TRIB1	0	0	1	1	0	26	215	0	1	0.737	0.737
TRIB2	0	0	1	0	0	0	0	0	14	0.007	0.007
TRIB3	0	1	1	0	0	0	26	2	215	0	0
TRIM10	0	0	1	0	0	0	0	0	39	0.575	0.575
TRIM11	0	0	1	0	0	0	0	1	33	0	0
TRIM13	0	1	0	0	0	12	190	2	168	0.465	0.465
TRIM15	0	0	1	0	0	1	15	0	36	0.647	0.647
TRIM16	0	0	1	0	0	0	0	1	30	0.475	0.475
TRIM17	0	0	0	0	0	0	0	0	169	0.39	0.39
TRIM2	0	1	0	0	0	0	0	0	61	0.929	0.929
TRIM21	0	0	0	0	0	0	0	6	237	0.345	0.345
TRIM22	0	0	0	0	0	29	225	2	163	0	0
TRIM23	0	0	0	0	0	5	89	6	163	0.911	0.911
TRIM24	0	1	0	1	0	23	174	10	153	0.891	0.891
TRIM25	0	0	0	0	0	0	0	2	179	0.909	0.909
TRIM26	0	0	0	0	0	0	0	0	173	0.885	0.885
TRIM27	1	0	0	1	0	26	219	12	291	0.889	0.889
TRIM28	0	0	1	0	0	0	0	12	283	0.918	0.918
TRIM29	0	0	0	0	0	23	174	3	134	0.93	0.93
TRIM3	0	0	0	0	0	7	174	1	9	0.85	0.85
TRIM31	0	0	0	0	0	0	0	1	65	0.004	0.004
TRIM32	0	1	1	1	0	0	0	2	200	0.447	0.447
TRIM33	1	0	0	0	0	1	1	10	108	0.143	0.143
TRIM34	0	0	0	0	0	0	0	0	16	0.633	0.633
TRIM35	0	1	0	0	1	0	0	0	24	0	0
TRIM36	0	0	0	0	0	0	0	1	51	0.545	0.545
TRIM37	0	0	0	0	0	0	0	2	109	0.799	0.799
TRIM38	0	0	0	0	0	3	147	0	79	0.518	0.518
TRIM39	0	1	0	0	0	0	0	2	201	0.836	0.836
TRIM4	0	0	0	0	0	0	0	1	28	0.825	0.825
TRIM41	0	0	0	0	0	0	0	0	137	0.74	0.74
TRIM42	0	0	0	0	0	0	0	1	110	0.299	0.299
TRIM43	0	0	0	0	0	0	0	1	34	0	0
TRIM44	0	0	0	0	0	0	0	0	18	0.369	0.369
TRIM46	0	0	0	0	0	0	0	3	61	0.879	0.879
TRIM47	0	0	0	0	0	0	0	0	13	0.705	0.705
TRIM49	0	0	0	0	0	0	0	0	33	0	0
TRIM5	0	0	0	0	0	0	0	1	163	0.845	0.845
TRIM52	0	0	0	0	0	0	0	0	147	0.879	0.879
TRIM54	0	0	1	0	0	0	0	3	241	0.31	0.31
TRIM55	0	0	0	0	0	0	0	2	92	0.368	0.368
TRIM56	0	0	0	0	0	0	0	0	37	0.904	0.904
TRIM59	0	0	0	0	0	0	0	0	1	0	0
TRIM6	0	0	0	0	0	0	0	1	54	0.683	0.683
TRIM62	0	0	1	0	0	0	0	1	30	0.927	0.927
TRIM63	0	0	0	0	0	0	0	1	202	0.339	0.339
TRIM65	0	0	0	0	0	0	0	0	16	0.848	0.848
TRIM68	0	0	0	0	0	0	0	1	58	0	0
TRIM69	0	1	0	0	0	0	0	1	44	0.673	0.673
TRIM7	0	0	0	0	0	0	0	0	45	0.362	0.362
TRIM72	0	0	1	0	0	0	0	1	44	0.258	0.258
TRIM73	0	0	0	0	0	0	0	0	33	0	0
TRIM74	0	0	0	0	0	0	0	2	89	0	0
TRIM8	0	0	1	0	0	0	0	1	104	0.745	0.745
TRIM9	0	0	0	0	0	0	0	2	73	0.707	0.707
TRIML1	0	0	0	0	0	0	0	0	7	0	0
TRIML2	0	0	0	0	0	0	0	0	15	0.422	0.422
TRIO	0	1	1	0	0	0	20	1	52	0.662	0.662
TRIOBP	0	0	1	0	1	0	0	0	169	0	0
TRIP10	0	0	0	0	0	0	0	6	114	0.909	0.909
TRIP11	1	0	0	0	0	23	174	2	79	0.285	0.285
TRIP12	0	0	0	0	0	0	0	3	101	0.245	0.245
TRIP13	0	0	1	0	0	23	174	1	98	0.93	0.93
TRIP4	0	0	0	0	0	23	174	6	156	0.6	0.6
TRIP6	0	0	0	0	0	1	67	7	176	0.578	0.578
TRIT1	0	0	0	0	0	0	0	0	0	0.417	0.417
TRMT1	0	0	0	0	0	0	0	0	23	0.23	0.23
TRMT11	0	0	0	0	0	0	0	1	49	0.905	0.905
TRMT112	0	0	0	0	0	0	0	0	2	0.932	0.932
TRMT12	0	0	0	0	0	0	0	0	1	0.906	0.906
TRMT2A	0	0	0	0	0	0	0	1	76	0.112	0.112
TRMT2B	0	0	0	0	0	0	0	0	3	0.776	0.776
TRMT6	0	0	0	0	0	0	0	0	1	0.885	0.885
TRMT61B	0	0	0	0	0	0	0	0	15	0.5	0.5
TRNAG1	0	0	0	0	0	0	0	0	8	0	0
TRNAN1	0	0	0	0	0	0	0	0	6	0	0
TRNAS2	0	0	0	0	0	0	0	0	3	0	0
TRNT1	0	0	0	0	0	0	0	0	0	0.86	0.86
TRO	0	0	0	0	0	0	58	0	160	0	0
TROAP	0	0	0	0	0	5	152	0	42	0	0
TROVE2	0	0	0	0	0	0	26	0	10	0.895	0.895
TRPA1	0	0	0	0	0	0	13	1	144	0	0
TRPC1	0	0	1	0	0	1	46	0	23	0	0
TRPC2	0	0	0	0	0	0	0	0	1	0	0
TRPC3	0	0	1	0	0	1	47	2	28	0	0
TRPC4	0	0	1	0	0	1	46	0	3	0	0
TRPC4AP	0	0	0	0	0	1	55	1	103	0	0
TRPC5	0	0	1	0	0	8	175	0	22	0	0
TRPC6	0	0	1	0	0	0	13	0	56	0	0
TRPC7	0	0	1	0	0	0	0	0	2	0	0
TRPM2	0	0	0	0	0	1	46	0	0	0	0
TRPM3	0	0	0	0	0	0	13	0	0	0	0
TRPM7	0	1	0	0	0	0	0	1	36	0	0
TRPS1	0	1	1	0	0	32	205	0	44	0	0
TRPT1	0	0	0	0	0	0	0	0	13	0	0
TRPV1	0	0	0	0	0	13	184	0	15	0	0
TRPV2	0	0	1	0	0	0	67	0	0	0	0
TRPV4	0	0	1	0	0	1	104	1	170	0	0
TRPV5	0	0	0	0	0	1	46	1	18	0	0
TRPV6	0	0	0	0	0	0	0	0	42	0	0
TRRAP	1	0	0	0	1	1	1	8	174	0	0
TRUB2	0	0	0	0	0	0	0	0	2	0.928	0.928
TSACC	0	0	0	0	0	0	0	0	1	0	0
TSC1	1	0	1	1	0	5	162	6	209	0	0
TSC2	1	0	0	1	0	2	109	7	237	0.346	0.346
TSC22D1	0	1	0	1	0	23	174	3	156	0	0
TSC22D3	0	1	0	0	0	19	200	3	204	0.873	0.873
TSC22D4	0	0	0	0	0	0	0	1	121	0.592	0.592
TSEN15	0	0	0	0	0	0	0	0	5	0	0
TSEN2	0	0	0	0	0	0	0	0	1	0.446	0.446
TSEN34	0	0	0	0	0	0	0	0	2	0	0
TSEN54	0	0	0	0	0	0	0	0	11	0.936	0.936
TSFM	0	0	0	0	0	0	0	0	3	0.896	0.896
TSG101	0	0	1	1	0	0	1	8	260	0.895	0.895
TSGA10	0	0	0	0	0	1	118	1	50	0.874	0.874
TSGA10IP	0	0	0	0	0	0	0	1	24	0	0
TSHB	0	0	0	0	0	14	210	0	0	0.784	0.784
TSHR	1	0	1	1	0	8	213	4	171	0.859	0.859
TSHZ1	0	0	0	0	0	0	0	0	9	0.916	0.916
TSHZ2	0	0	0	0	0	0	0	0	9	0	0
TSHZ3	0	0	0	0	0	0	0	1	65	0.778	0.778
TSKS	0	0	0	0	0	0	0	1	79	0.898	0.898
TSKU	0	0	1	0	0	0	0	0	5	0.1	0.1
TSLP	0	0	0	0	0	0	0	1	57	0	0
TSN	0	0	0	0	0	2	66	0	7	0.836	0.836
TSNAX	0	0	1	0	0	0	0	2	81	0.908	0.908
TSPAN1	0	0	0	1	0	0	0	0	2	0.894	0.894
TSPAN12	0	0	0	0	0	0	0	0	3	0.58	0.58
TSPAN14	0	0	0	0	0	0	0	0	1	0.926	0.926
TSPAN15	0	0	0	0	0	0	0	0	4	0.895	0.895
TSPAN17	0	0	0	0	0	0	0	0	0	0	0
TSPAN2	0	0	1	0	0	0	0	0	15	0.895	0.895
TSPAN3	0	0	0	0	0	0	0	1	14	0.886	0.886
TSPAN31	0	0	0	1	0	6	181	0	0	0.137	0.137
TSPAN32	0	0	0	1	0	4	195	0	0	0.721	0.721
TSPAN4	0	0	0	0	0	14	171	0	15	0.912	0.912
TSPAN6	0	0	0	0	0	3	147	0	21	0	0
TSPAN7	0	0	0	0	0	1	29	0	7	0	0
TSPAN8	0	0	0	0	0	0	27	0	0	0.394	0.394
TSPO	0	1	1	1	0	0	0	1	1	0.472	0.472
TSPY1	0	0	1	1	0	26	219	0	39	0	0
TSPYL1	0	0	0	0	0	0	0	0	6	0.809	0.809
TSPYL2	0	0	0	0	0	4	133	1	42	0	0
TSPYL4	0	0	0	0	0	0	0	0	11	0.842	0.842
TSPYL5	0	0	0	1	0	0	0	0	16	0.339	0.339
TSR1	0	0	0	0	0	0	0	0	6	0.299	0.299
TSR2	0	0	0	0	0	0	0	0	19	0.815	0.815
TSSC1	0	0	0	0	0	0	0	0	1	0	0
TSSC4	0	0	0	0	0	0	0	1	69	0.267	0.267
TSSK1B	0	0	1	0	0	0	0	0	43	0.776	0.776
TSSK2	0	0	1	0	0	0	0	0	33	0	0
TSSK3	0	0	1	0	0	0	0	2	98	0.927	0.927
TSSK4	0	0	1	0	0	0	0	1	22	0.922	0.922
TSSK6	0	0	1	0	0	0	0	0	85	0.822	0.822
TST	0	0	1	0	0	0	0	0	0	0.526	0.526
TSTA3	0	0	0	0	0	0	2	0	2	0	0
TSTD2	0	0	0	0	0	0	0	1	16	0.812	0.812
TTBK1	0	0	0	0	0	0	0	0	5	0.772	0.772
TTBK2	0	0	0	0	0	0	0	1	150	0	0
TTC1	0	0	0	0	0	1	98	3	47	0.602	0.602
TTC12	0	0	0	0	0	0	0	0	145	0.146	0.146
TTC14	0	0	0	0	0	0	0	0	33	0.6	0.6
TTC15	0	0	0	0	0	0	0	0	0	0	0
TTC17	0	0	0	0	0	0	0	0	9	0.578	0.578
TTC19	0	0	0	0	0	0	0	2	29	0.686	0.686
TTC21A	0	0	0	0	0	0	0	1	20	0.269	0.269
TTC21B	0	0	0	0	0	0	0	0	15	0.882	0.882
TTC23	0	0	0	0	0	0	0	0	64	0.901	0.901
TTC23L	0	0	0	0	0	0	0	0	8	0.317	0.317
TTC25	0	0	0	0	0	0	0	0	39	0	0
